Brand,Product,UserName,SkinCond_Age,Recommend,PostDate,Review,Rating
ElsheSkin,Lightening Night Treatment 2,ajengaaa,"Combination, 19 - 24",ajengaaa recommends this product!,22 Apr 2020,"Lagi-lagi skincare punya mamah, ini adalah night cream dari rangkaian anti aging yang mamah ku punya sekaligus aku pakai. Tekturnya lotion yang cair, ringan dan gampang menyerap. Meninggalkan efek lembab dan segar, oh iya hampir semua rangkaian yang pakai ini ninggalin ... Read more",4
ElsheSkin,Lightening Night Treatment 2,endahmustika,"Combination, 25 - 29",endahmustika recommends this product!,08 Feb 2020,"setelah melahirkan aku jarang pakai night cream, karna males aja bawaan nya.. terus semakin hari wajahku makin kusam tak terawat. aku coba produk ini di awal karna penasaran dan aku barengin produk ini dengan radiant skin serum. you know the result.. ? sumpah noda jeraw ... Read more",4
ElsheSkin,Lightening Night Treatment 2,Ferryindahh,"Oily, 19 - 24",Ferryindahh recommends this product!,15 Jan 2020,"krim malam favouritku saat ini .. selain dia ringan dipkainya dia juga memberikan efek cerah .. setelah pemakaian 1 bulan muka saya agak lebih cerah dan sudah tidak kusam lagi, tapi sayanh dia kemasannya sangat kecil dan harganya cukup.mahal menurut saya .. tapi masih c ... Read more",5
ElsheSkin,Lightening Night Treatment 2,tachacantik,"Dry, 19 - 24",tachacantik recommends this product!,22 Dec 2019,"aku lagi suka sama lightening night treatment ini, karena sebagus itu bikin wajah glowing seketika.. dan buat wajah aku jauh lebih cerah dari sebelumnya, dan aku bakalan stock produk ini hehehehehhehehehehe",5
ElsheSkin,Lightening Night Treatment 2,rtn_nvrdhn,"Dry, 18 and Under",rtn_nvrdhn recommends this product!,05 Oct 2019,"bagus bgt. seminggu pake kerasa bgt bagusnya produk. bikin lembab di wajah juga. pas bangun pagi muka glowing bgt, kenyal, lebih cerah. love bgt deh pokoknya sama elsheskin. ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",5
ElsheSkin,Lightening Night Treatment 2,Neko2shi,"Oily, 30 - 34",,28 Sep 2019,aku ngerasa muka cerahan tapi terasa agak kering dan kasar setelah krim sepenuhnya menyerap ke kulit. padahal sebelum pakai krim udah pakai mucin nya corsx tapi tetep aja tidak membantu 😅 lagi nyobain yang brightening gel sekarang,3
ElsheSkin,Lightening Night Treatment 2,Ayuwannisa,"Combination, 19 - 24",,10 Jul 2019,Kurang suka bau nya nyengat bangetttt bikin ganyaman dimuka. Tapi dia cukup melembabkan dan mencerahkan ketika bangun tidur suka si sebenernya sama efek setelah pakai nya cuma bau nya agak ganggu sedikit. Menurut ku jg ini aga pricy ya walaupun harga nya ganyampe seratu ... Read more,4
ElsheSkin,Lightening Night Treatment 2,Malikamuti,"Combination, 19 - 24",,20 May 2019,"untuk melembapkan enak banget. finishnya oke, baunya amaan. tapi klaim lighteningnya engga terbukti sama sekali sih hehehehe. dibanding bringhtening creamnya, si brightening cream justru sedikit lebih oke",2
ElsheSkin,Lightening Night Treatment 2,Ray123,"Normal, 18 and Under",Ray123 doesn't recommend this product!,10 May 2019,"klaim nya mencerahkan, dia ga lama nyerap nya tapi ga cepet bgt jga. biasa biasa aja, kulit aku tetep sama aja, ga tambah cerah, moist, ato apapun. packaging nya kueecilll dan ga ngerasa ada efek positif apapun di muka, untung nya ga bawa efek negative jga kyk BO or els ... Read more",3
ElsheSkin,Lightening Night Treatment 2,slytherin,"Combination, 18 and Under",,09 Apr 2019,"tertarik buat beli setelah melihat review orang-orang dan konsul. baunya kaya obat. isinya dikittt banget gue kira ini travel size😂 kalo udah mau abis produknya, jadi susah banget dikeluarin. tidak mencerahkan seperti klaimnya.",3
Larissa,Silver Series Acne,Lalapooo,"Oily, 19 - 24",Lalapooo doesn't recommend this product!,23 Jul 2020,"Night cream ini gak ada efeknya di wajahku, bruntusan jerawat tetep aja masih muncul2. Aku beli karena disaranin dokternya Larissa melihat jerawatku banyak dan dempet2 gitu. Katanya sih bagus, tp di aku gak ngefek apa2 hehe 🙄. Jujur berasa percuma beli ini, gak worth i ... Read more",1
Larissa,Silver Series Acne,PraditaS,"Oily, 18 and Under",PraditaS recommends this product!,29 Jun 2020,"night cream ini menurutku ga begitu works buat jerawatku, karna ttp aja muncul. tp yang aku suka dr produk ini tu packagingnya bagus, botol pump jd lebih higienis. dia gabikin kering tp jg gabegitu ngelembabin seingetku. aku stop pake karna gaada perubahan di jerawatku",3
Larissa,Silver Series Acne,aissadinda,"Combination, 19 - 24",,17 Jul 2019,"untk packaging lumayan bagus tp agak kegedean karena isinya cuma sedikit jd boros tempat, bagus utk kulit jerawat tp ga cocok sama kulitku yg sensitif dan tipis. Aku pake cuma bbrapa tetes utk seminggu. Aku mau jual cuma 80rb aja (sekalian aku kasi toner green tea sama ... Read more",3
Larissa,Silver Series Acne,mutiara_inas,"Dry, 25 - 29",,03 Jul 2019,"ini andalan aku kalo pas lg ada jerawat, enak deh,, jd breakoutnya gak muncul parah2 amat,, packagingnya elegant & chic bgt,, higienis krn sdh ada pumpnya gt ... gak ada bau menyengat yg bikin ganggu aku sih,, pake ini malem,, paginya kulit berasa supple & bersih aja da ... Read more",5
Larissa,Silver Series Acne,fathyark,"Combination, 18 and Under",,11 Jun 2019,Night cream aku yang udah aku pake selama beberapa tahun. enak sih efeknya melembabkan dan memudarkan bekas jerawat walaupun ngga instan. kalo pake ini pasti paginya keliatan lembab banget. cons nya produk ini alkoholnya banyak dan baunya nyengat. klaimnya juga mengontr ... Read more,4
Larissa,Silver Series Acne,Meuthyacantik,"Oily, 19 - 24",,28 May 2019,"ini paling no effect apapun dikulitku cuma greasy gak jelas yg endingnya gak aku pake, cuma produk ini dari rangkaian silver series yg gak aku pake saking gak tau manfaatnya apa, repurchase: no.. waktu nya lepas dari dokter kulit..",1
Larissa,Silver Series Acne,Tiarashfa,"Dry, 19 - 24",,08 May 2019,"Pake ini atas saran dokter juga sih, karena sering jerawatan tp di bagian tertentu aja and i guess its a hormonal acne atau masalah di dalem tubuh bukan krn emg acne prone. Teksturnya enak, tp somehow ada udara menyengat yg kurang enak dipake di bagian mata, awal2 pemak ... Read more",4
Larissa,Silver Series Acne,Silviashofi,,,22 Jun 2018,"Pernah pake ini setahun lebih. Pake ini Krn disarankan dokternya soalnya didahului bruntusan. Pake ini bruntusan masih ada sebagian. Pertama pake emang lumayan bagus tapi lama lama kulitku jadi kering, saking keringnya sampe dibagian hidung kayak ngelupas gitu.",2
Larissa,Silver Series Acne,gthptri,"Oily, 19 - 24",,11 Jun 2018,"Ga cocok,entah dimuka aku malah bikin kulit aku tambah item udah gitu yang ini juga mahal pula sebenernya gapgn beli ini cuman dokternya nyaranin untuk beli yang ini.sekarang produknya udah gapernah tak pake",1
Larissa,Silver Series Acne,syifazaed,"Oily, 19 - 24",,31 Mar 2018,Sejujurnya aku ini dikasih sama temen karena dia pengen nyobain brand lain. Aku aslinya pake yang racikan no. 2. Dipake di aku perih pas dibagian bawah mata. Pas aku cek paginya kayak ngelupas gitu. Habis itu ga kepake deh sampe sekarang. Padahal aku suka pas awal2 kaya ... Read more,2
Larissa,Silver Series Acne,Gitamaharani19,"Dry, 18 and Under",,05 Mar 2018,"Nightcream paling favorito sih. Udah 1 tahun lebih pake ini, dipake malem paginya kulit jadi keliatan lebih cerah, lebih halus, jadi lembab, kalo pas lagi punya jerawat bikin jerawat cepet kering juga, kulitnya jadi enak gitu kalo dipegang. Aku bandingin kalo malemnya ... Read more",1
PURITO,Deep Sea Pure Water Cream,shabrinaandari,"Combination, 25 - 29",shabrinaandari recommends this product!,12 Aug 2020,"Light moisturizer buat deep dehydration, masalah kulit kering tuntas bgt pake ini gak bikin minyakan, but for my acne it’s a love hate situation kayanya harusnya belinya yg ijo. Beli di official storenya baru kepake 30% purchase bulan agustus 2020, preloved 200rb buat y ... Read more",4
PURITO,Deep Sea Pure Water Cream,Lidia,"Combination, 30 - 34",Lidia recommends this product!,31 Jul 2020,Baru pakai 3hr tapi kayaknya aku ga cocok krn ada Niacinamidenya. Padahal texturenya enak banget dan rasanya kulit langsung sehat! Aku mau jual aja kalau ada yg tertarik. Beli di official store di tokped 375 dan aku mau jual 275 aja. Kalau berminat wa aku ya di 08578181 ... Read more,4
PURITO,Deep Sea Pure Water Cream,Pauline_G,"Dry, 30 - 34",Pauline_G recommends this product!,13 Jul 2020,Another great cream untuk kulit kering aku. Ini texturenya jg campuran gel-cream gt yang mudah juga untuk menyerap n ini termasuk yg bikin kulit lembab banget. Nampol untuk dry skin n dehydrated. Bentuknya tube jd enak dan steril. Kl pake ini muka lbh glowing waktu bang ... Read more,5
PURITO,Deep Sea Pure Water Cream,aninditasj,"Dry, 25 - 29",aninditasj recommends this product!,12 May 2020,"It took some time to adjust to this product. Awalnya aku agak kaget sama teksturnya, ekspektasinya bakal lebih watery tp aslinya malah watery balmy, which aku ngga gitu suka, lebih suka cream yang wateryy banget tp ttp ky puding gitu or ya cream sekalian, tekstur2 cream ... Read more",5
PURITO,Deep Sea Pure Water Cream,naysskincare,"Oily, 19 - 24",naysskincare recommends this product!,02 May 2020,"Teksturnya watery cream yang light, gampang meresap dan ga bikin lengket. Sebelumnya aku pernah coba watery cream kaya gini yang Dr jart water drop hampir mirip tapi setelah pake creamnya kaya kurang bikin lembab. Beda sama yang purito ini, teksturnya bikin lembab kaya ... Read more",5
PURITO,Deep Sea Pure Water Cream,Maharsiwilla,"Dry, 19 - 24",Maharsiwilla doesn't recommend this product!,01 Apr 2020,"Bought this brand, karena di beauty within di elu2 kan jadi holy grail-nya Rowena dan aku se-kepo itu 😅. First time make, enak sih, ngga ada rasa lengket dan cepet banget nyerep-nya. Ada some kind of fragrant juga, yang aku ngga yakin itu bau apa tapi subtle banget jad ... Read more",2
PURITO,Deep Sea Pure Water Cream,karenlie,"Combination, 25 - 29",karenlie recommends this product!,23 Mar 2020,"Aku tau produk ini dari salah 1 youtuber korea yg rekomen ini buat kulit kering. Sebelumnya aku pakai clinique, tapi krg nampol di aku dan hrganya agak mencekik, hehehe. Jadilah aku nyobain share in jar nya dulu, pgn tau teksturnya kyk apa. Ternyata teksturnya mirip sun ... Read more",5
PURITO,Deep Sea Pure Water Cream,Angeline18986,"Oily, 30 - 34",Angeline18986 recommends this product!,04 Jan 2020,"Ini sih keren banget!!!!!! Moisturizer holygrail w. Sebelumnya pakai FAB (first aid beauty) krn dehidrasi, tapi pas pakai ini enaknya smaaa dengan harga jauuuuh lebih murah plus ramah lingkungan!!!! OMG, udh g tahu lagi deh gimana jelasinnya. Yg pasti, ini moisturizer k ... Read more",5
PURITO,Deep Sea Pure Water Cream,erinarizky,"Oily, 19 - 24",,27 Jul 2019,"Akhirnya nemuin moisturizer yg cocok buat oilyskin! Aku pake ini buat krim malem aja, dia agak thick gt tp cepet kok nyerepnya bener2 melembabkan banget. Gakbikin BO, gak pore-clogging. Kandungan niacinamidenya ku cintaaa bangun2 pagi2 muka cerah gt wkwkwk",5
PURITO,Deep Sea Pure Water Cream,intanpertiwi262,"Combination, 19 - 24",,13 Jul 2019,"kandungan krimnya bagus, cuma mungkin belum berjodoh denganku karena ada niacinamide yang ternyata ga bisa diwajahku yang berniat mengadopsi silahkan ke wa 081254425394 jual murah aja, baru 4x pake dimalam hari bisa shopee update 25 sept 2019 ga jadi aku jual kupak ... Read more",3
PURITO,Deep Sea Pure Water Cream,atriv,"Dry, 25 - 29",,17 Apr 2019,"Krim ini kugunakan sebagai krim malam. Teksturnya kombinasi antara krim dan gel. Sangat sesuai untuk oily skin, tapi nendang juga untuk kulit dry skin. Yang paling membuat yakin sama produk ini karena bahan yang digunakan sangat aman dan tidak iritan. Packagingnya terli ... Read more",5
Larissa,Sakura Brightening Series Night Cream,Lalapooo,"Oily, 19 - 24",Lalapooo doesn't recommend this product!,23 Aug 2020,"hm.. aku dulu pernah cobain ini iseng2 ( sebelum jerawatan parah kyk skrg ). Untuk mencerahkannya dia gak kelihatan sama sekali pdhl udh berbulan-bulan ya..tekstur creamnya sama kok kyk cream larissa yg lain, baunya leboh wangi yg ini. Baru pakai 2 mingguan udh jerawata ... Read more",1
Larissa,Sakura Brightening Series Night Cream,annaaulia,"Combination, 25 - 29",annaaulia recommends this product!,09 Feb 2020,Dapet ini karna dikasih kakak satu rangkaian gitu. Mukaku emang agak kusem karna sering di outdoor. Pake ini sama krim siangnya. Setelah habis 1 jar di aku gak ngefek apa-apa untuk brighteningnya. Dia texturenya rich thick gitu jadi bisa melembabkan kulit (lumayan sih e ... Read more,3
Larissa,Sakura Brightening Series Night Cream,IsmiNurul,"Normal, 19 - 24",IsmiNurul recommends this product!,09 Jan 2020,dulu sempet nyoba Larissa skrg nyoba lagi yg sakura. claimnya mencerahkan tp belum kelihatan sih di aku. harganya lumayan lah ya. tapi sayang bgt creamnya kek berat gitu dan ga meresap di kulit:( mungkin makenya kudu tipis tipis Kali ya,3
Larissa,Sakura Brightening Series Night Cream,vhcdev,"Combination, 19 - 24",vhcdev recommends this product!,05 Dec 2019,"melembabkan. iya. tapi utk sejenis sakura yg claimnya mencerahkan wajah kusam. ini ga sama sekali. wanginya enak, calming. besoknya wajah jadi lembab terhidrasi baik buat yg wajahnya kering. but yeaaa i wish it could be better.",3
Larissa,Sakura Brightening Series Night Cream,itadpn,"Normal, 19 - 24",,08 Aug 2019,"Pernah sok tau ganti2 cream malem sendiri ternyata aku belom boleh buat ganti cream malem ini. Ya aku udah habis sekitar 2-3 jar sih tapi gak ada perubahan sih di aku. Mksdnya enggak yang jadi cerah2 banget juga, palingan bertahap sih ya. Karena setau aku sih cream2 ata ... Read more",3
Larissa,Sakura Brightening Series Night Cream,lalaratri,"Oily, 19 - 24",,10 Jul 2019,"Awalnya pake krim malam larissa yang dua jam, tapi makin kesini makin males kudu nunggu dua jam. Keburu ngantuk. Lalu aku ganti krim ini karena klaimnya ada efek brighteningnya. Di kulit aku yg oily, awal2 pemakaian kayak iritasi gitu, muncul jerawat kecil di jidat trus ... Read more",3
Larissa,Sakura Brightening Series Night Cream,nadnjel,"Combination, 19 - 24",,23 May 2019,"awal pake larissa tuh yg greentea series karena jerawat lalu masalah jerawat teratasi dan pengen muka lbh putih dan glowing 😁, akhirnya sm dokter disarankan pake yg sakura series, krim malemnya jg pake 2 jenis, yg 2 jam sama yg sakura setwlah sebulan pake, muka bukan t ... Read more",1
Larissa,Sakura Brightening Series Night Cream,rysahh,"Combination, 18 and Under",,18 Mar 2019,"pertama kali aku kenal larissa itu setelah aku tau kakaku pakai acne lotion nya, terus habis itu aku mau coba coba yekan, namanya juga kepo hihi 😅, terus aku langsung ke larissanya gitu, aku konsultasi banyak sih kaya gimana mengatasi jerawat dan bekasnya, terus dokter ... Read more",4
Larissa,Sakura Brightening Series Night Cream,zsalsabil,"Oily, 19 - 24",,27 Jan 2019,"Night cream pertama aku, setelah pemakaian rutin tidak terlihat perubahan yang signifikan. Packaging gampang pecah karena dari plastik, jadi kurang cocok dibawa traveling. Harga relatif. Aku mungkin bakal nyari atau coba yang lain.",3
Larissa,Sakura Brightening Series Night Cream,ehcelin,"Combination, 19 - 24",,23 Jan 2019,"Aku pake ini dah dari lama, cukup hemat si soalnya makenya dikit2, bikin lembab di kulitkuu, tapi klaimnya yg bikin makin cerah di aku ga keliatan:( apa gara2 aku jarang makenya ya😂 soalnya kadang iya kadang engga gitu loh:')",3
Innisfree,Black Green Tea Cream,sofiahdynt,"Oily, 19 - 24",sofiahdynt recommends this product!,27 Aug 2020,"Tekstur krimnya ituu ga terlalu thick, gampang diratain, finishingnya lebih kyk emollient karena ga langsung menyerap tapi ga bikin greasy jugaa jadi ini cukup ringan menurutku walaupun dia bukan water based. Warna krimnya coklat muda, wanginya seger kyk fermentasi teh. ... Read more",5
Innisfree,Black Green Tea Cream,binomialnomenklatur,"Oily, 19 - 24",,18 Aug 2019,"Gue beli yg travel size 30ml dan udah 3 bulanan ngga abis dong. Cuma dipake pea size tiap bagian wajah di malam hari karna gue butuh extra hydration. Dan so far ga bikin breakout, wanginya khas dan gue gatau ngegambarinnya gimana. Tekstur lumayan thick ya, dah mungkin a ... Read more",5
Innisfree,Black Green Tea Cream,rhealits,"Oily, 19 - 24",,28 May 2019,kalo apa2 pengen nyoba dulu Buy Travel sizenya gurls kalo gacocok ganyesel wkwk nah sama gue beli yang versi mini tube dan ini kalo digue sama sekali gacocok kalo dipake lagi musim panas panasnya karena susah menyerap karena didorong keringet lagi dari dalem tapi kad ... Read more,4
Innisfree,Black Green Tea Cream,luster_of_beauty,"Combination, 19 - 24",,28 May 2019,"aku pakenya yg trial size 30ml (tube), dan emang agak lengket gitu, meresapnya lama kalo gak dikipas-kipas.. kalo pemakaian pagi biasanya kucampur sama bb cream 1:1, karena kalo pakr ini aja, wajahku jadi mengkilap terutama di area T-zone, karena aku masuk kategori yg g ... Read more",4
Innisfree,Black Green Tea Cream,dindarifdah,"Normal, 19 - 24",,08 Feb 2019,"Moisturizer ini tektur nya cream dan agak lumayan thick gitu, warnanya putih agak sedikit coklat gitu, dan wanginya kayak bau teh fermentasi gitu. Biasanya aku pake di PM skincare routine soalnya dia agak berat dan nyerepnya lama banget tapi rasanya di muka bener bener ... Read more",5
Innisfree,Black Green Tea Cream,indyaliffia,"Oily, 19 - 24",,05 Feb 2019,"Kulitku oily skin. Tapi pake ini ga berminyak kok malahan lembab. Lembabnya pun ga bikin kilang minyak dimuka. Ga bikin BO juga. Aman lahya. Aromanya ga berlebihan, soft gitu. Sukaaaa. Repurchase? Maybe",4
Innisfree,Black Green Tea Cream,Rinhudya,"Dry, 25 - 29",,05 Feb 2019,"Aku pake ini beli yg travel size nya, karna pake dikit aja udah cukup melembabkan wajahku aku pake malem sih karna menurutku kalo ku pake pagi malah muka ku kaya kusam pake ini, kadang aku mix sama sunscreen biar jadi 1 layer untuk menambah kelembaban wajahku yg kering ... Read more",4
Innisfree,Black Green Tea Cream,fannymachrom,"Dry, 19 - 24",,08 Jan 2019,"beli ini yang trial size yang 30 ml. ini rich banget pokonya, tapi ya karena kulit aku kering banget jadi pake ini bagus banget ngelembabin banget. tapi aku ngga rekomen ini buat yang punya kulit berminyak sih. repurchase? yesss",5
Innisfree,Black Green Tea Cream,ummu_abdillah,"Dry, 30 - 34",,11 Dec 2018,"Trmasuk produk yg kubeli ga liat review duluu.. Aku beli yg 30ml nya dengan packaging tube gituu..bauunya aku sukaa, lembuut.. Khasnya innisfree.. Teksturnya sndiri ga begitu thick banget siih, tapiiii pas d apply dkulit malah kerasa greasy.. Lengket gituu.. Lamaa bnget ... Read more",3
Cathy Doll,Tomato & Gluta Soothing Gel,ntata,"Combination, 25 - 29",ntata recommends this product!,14 Apr 2020,"Karna kulitku yang kombinasi dominan oily, jadi aku cari pelembap yang teksturnya gel atau air. Nah pertama kali aku coba yg tekstur gel itu produk ini, sejauh ini sih enaak dia melembapkan tapi ga bikin muka jadi berminyak. Packagingnya yang travel size jadi enak dibaw ... Read more",4
Cathy Doll,Tomato & Gluta Soothing Gel,botboteh,"Combination, 25 - 29",,12 Sep 2019,"untuk mata yg sedang lelah, produk ini pas banget bikin adem & soothing di bawah mata. apalagi kalau sebelumnya ditaro di kulkas dulu, jadi dingiiin dan nyaman untuk didiamkan di bawah mata. untuk hasil lebih lanjutnya sih aku nggak merasakan efek apapun selain menenan ... Read more",3
Cathy Doll,Tomato & Gluta Soothing Gel,erlinnovitha27,"Oily, 19 - 24",,09 Feb 2019,"aku baru pake ini seminggu sih, so far kulit aku lebih lembab dan glowing walau untuk efek cerahnya belum berasa. mungkin nunggu sampe abis. repurchase sih liat gimana nanti, kalau sampe habis bagus sih yes.",3
Cathy Doll,Tomato & Gluta Soothing Gel,hasnaraa,"Combination, 18 and Under",,05 Feb 2019,"udah makai sekitar sebulan: +ga bikin kusam kayak natrep-,- +murah +agak cerahan +lembab dan kenyal +murah wkwk (di watson 29rb an) Kekurangannya belum nemu sih mungkin packaging nya kali ya Bakalan repurchase lagiii",4
Cathy Doll,Tomato & Gluta Soothing Gel,pandacat,"Oily, 25 - 29",,02 Feb 2019,"sebelum make yg snail gold, make ini sampe 2 pack. adem sih. cuma ga ngefek apa2 selain lembab. udah nemu yg snail, lebih bagus lgi hasilnya. cuma bau nya ga se strong yg snail. dibandingkan yg merk smoot*o, masi lebih enakan ini kok.",4
Cathy Doll,Tomato & Gluta Soothing Gel,ineedsugars,"Dry, 19 - 24",,25 Dec 2018,"beli grgr tergiur mbak mbak kimso dan katanya bisa ngurangin bekas jerawat dan kulit beruntusan.. overall emg lumayan sih pemakaian udh seminggu, dipake di malam hari doang dioles tipis tipis , berutusan di jidat sama di pipi bawah kanan kiri berkurang dan bekas jerawat ... Read more",3
Cathy Doll,Tomato & Gluta Soothing Gel,Stetalie,"Combination, 25 - 29",,18 Nov 2018,"Harga Murah banget. bagus banget untuk melembabkan, wangi tidak menyengat, kalau lagi beruntusan atau lagi kering juga bisa pakai ini untuk mengurangi. beli dari beberapa bulan yang lalu, samapai sekarang belum habis.. 😩",4
Cathy Doll,Tomato & Gluta Soothing Gel,clurlie,"Combination, 19 - 24",,02 Sep 2018,"Aroma soothing gel ini lembut dan wangi tomat. Teksturnya gel yang relatif kental jadi nggak berair karena agak encer. Biasanya aku pakai di pagi hari dan malam hari. So far si membantu memberi kelembaban extra pada kulit wajah, karena selain pakai soothing gel ini, aku ... Read more",3
Cathy Doll,Tomato & Gluta Soothing Gel,wendarawr,"Combination, 19 - 24",,18 Aug 2018,"Sebenernya lebih suka yang snaik ketimbang yg ini, tapi gak kalah menarik. Kalau pake ininya aja lebih cocok saat habis ke pantai dia mendinginkan kulit, tapi untuk melembabkannya aku campur sama lotion jadi lotionnya lebih menyerap ke kulit & lebih lembab",4
Cathy Doll,Tomato & Gluta Soothing Gel,indirafhanum,"Oily, 19 - 24",,17 Jul 2018,"Beli soothing gel ini karena harganya murah meriah dan claimnya yang katanya bisa bikin kulit jadi radiant & spotless, kebetulan kulit lagi kusam banget dan cathy doll memang salah satu brand yang terkenal dalam hal brightening & whitening. Kemasannya sachet kecil denga ... Read more",2
Clinelle,hydracalm cream,AnggunAB,"Combination, 25 - 29",AnggunAB doesn't recommend this product!,03 Sep 2020,"Untuk all skin types. Dipake malam, paginya kulit segar dan lembab. Cuma ga begitu ngefek ke aku walaupun udah mau habis 1 jar. Brightening effects nya ya pas paginya doang. Bukan yang kelihatan wah berhari-hari gitu. Kapan dipake, disitu ngefek. Udah gitu aja haha...",4
Clinelle,hydracalm cream,sophietobelly,"Oily, 35 - 39",sophietobelly recommends this product!,21 Apr 2020,"kalo ke guardian Salah satu yg kulihat ya ini, begitu diskon,beli! wkwkwwk! hydracalm cream ini cocok banget buat kulitku, gak akan pecah2 deh! Aku barusan post di feed kalo Aku bawa ini Dan lotion-nya ke Lembata Dan Adonara atau traveling ke tempat panas lainnya. karen ... Read more",5
Clinelle,hydracalm cream,frhld,"Combination, 30 - 34",frhld recommends this product!,21 Feb 2020,"Ini lumayan ok sih, waktu itu lg cari moisturizer yg bener2 hydrating karena mau winteran. Selama pakai ga break out atau beruntusan, lembab bgt, tp ga becek & cepet nyerapnya. Udah 2x beli buat winteran, dan cocok bgt. Bakal beli lg sih kalo emang lg butuh, skrg lg cob ... Read more",5
Clinelle,hydracalm cream,Saenarae,"Combination, 19 - 24",Saenarae recommends this product!,28 Nov 2019,It is a good moisturizer as it seals all the skincare products i applied beforehand. The price is in affordable range and the quality is also good. I’m on my second or third jar now and it doesnt block my pores/breaks me out. I will definitely repurchased it as for now ... Read more,5
Clinelle,hydracalm cream,ernykurnia14,"Combination, 25 - 29",ernykurnia14 recommends this product!,12 Nov 2019,"Recommended deh cream ini. apalagi efek lembapnya tuh nyata dan efektif bikin efek kulit jadi kenyal. sesuka itu sama cream yg teksturnya gel ini. Plus, bisa dipakai pagi dan malam sehingga praktis kan.",5
Clinelle,hydracalm cream,irma3809,"Combination, 18 and Under",irma3809 recommends this product!,14 Oct 2019,"di aku bener bener ngehidrasi kulit ku yang dehidrasi, apalagi di kombinasiin sama sleeping masknya clinelle, auto lembap tanpa berminyak. setelah pakai ini sampai mau abis, kerasa bangt minyak aku gak terlalu keluar banyak karna muka aku udah terhidrasi. love bangt lah ... Read more",4
Clinelle,hydracalm cream,angelisca,"Combination, 19 - 24",,15 Jun 2019,"pelembab gel yang kalo diaplikasiin diwajah tuh berasa dingin semriwing gitu . claimnya untuk dry skin, kebetulan waktu itu cari pelembab gel karna kulitku oily tp lg dehidrasi , berharap si doi bisa nyembuhin dehidrasi tapi ternyata udah mau habis satu jar juga ga ngar ... Read more",3
Clinelle,hydracalm cream,ardinarani,"Combination, 19 - 24",,12 May 2019,aku pake ini pertamanya suka karena calming bgt. tp dia lama2 dipake bikin berminyak bgt dan jd bruntusan pdhl dia di packaging clain for all skin types tp di webnya for dry skin. merasa ketipu haha cuma kl buat dry skin ini bagus sih kyknya,3
Clinelle,hydracalm cream,veraerv,"Dry, 25 - 29",,11 Apr 2019,"Dari packaging bagus dan bisa dibilang terlihat barang mahal. Di dalamnya ada seal lagi. Akan lebih bagus lagi kalo ada aplikatornya, soalnya dalam bentuk pot gitu jadi harus colek colek pakainya. Botol nya dari kaca jadi bulky, apalagi untuk traveling. Kalo dari segi i ... Read more",3
Clinelle,hydracalm cream,priscillalaph,"Oily, 18 and Under",,08 Apr 2019,"bruntusan pake inii :( trs ga ngecalm redness sama skali, malah bkin lebi keliatan. texture nya enak si light bgt dan ga creamy. wanginy jg nenangin, cuma ga cocok di ak.",2
Manyo Factory,Galactomyces Special Treatment Essence Cream,ifah13,"Oily, 19 - 24",,18 Jul 2019,"Untuk isi segitu dengan harga 250 an + efek pemakaian yang bikin kulitku better sih okelah. Aku notice setelah 1 bulanan pakai kok muka lumayan naik skin tonenya dan jerawat mulai reda walaupun muncul tapi kecil2, tapi awal2 pakai b aja. Dulu udah pernah coba essence ny ... Read more",5
Manyo Factory,Galactomyces Special Treatment Essence Cream,valerieultima,"Dry, 19 - 24",,18 Jul 2019,"dapet hibah dari mama dan cocok. nyaman banget di kulit, walaupun baunya ga enak tapi aku sukaa berarti dia ga pake fragrance / parfum yg bisa mengiritasi kulit. baunya yah obat banget gitu. pake dikit aja udah cover semuka & leher.",5
Manyo Factory,Galactomyces Special Treatment Essence Cream,marcella_88,"Dry, 18 and Under",,30 May 2019,"Hi sist, aku mau jual prelovednya manyo factory galactomyces special treatment cream , masih baru banget , cuman pernah dipakai 2-3x aja, aku jual 185rb aja, kalau minat bs whatsapp ke nomor 082282999808 yaa, thanks !",3
Manyo Factory,Galactomyces Special Treatment Essence Cream,KaisaMom,"Oily, 30 - 34",,23 May 2019,"Kembali lagi kepada pencarianku terhadap cream favorit pengganti COSRX BHA power cream. Jatuhlah pilihan kepada Manyo Galactomyces Cream ini, krn aku sangat suka dan cocok dgn Manyo Galactomyces Essence, dan berharap cocok juga dgn creamnya. Suka teksturnya, cepat ngese ... Read more",4
Manyo Factory,Galactomyces Special Treatment Essence Cream,vey1688,"Combination, 30 - 34",,05 Apr 2019,"Cream ni ngebantu banget kerja essence nya buat ngeredain merah2 bekas jerawat,bikin glowing dan sesuai klaim membantu mengatasi skin texture tp buat beruntusan gak ngaruh menurut aku.soalnya aku tuh pny beruntusan d dagu yg gk ilang2 mau pake apapun.cm d rekom buat pak ... Read more",4
Manyo Factory,Galactomyces Special Treatment Essence Cream,wewer13,"Oily, 30 - 34",,19 Mar 2019,"Galactomyces pertama yang kucoba karena penasaran klaim2 kehebatan galactomyces dimana2. Pelembab yang super lembab di kulitku. Krim padet gitu akhirnya lama meredap dikulitku. Wanginya kayak bedak biasa gak terlalu mengganggu. Dan yang hebat, dia ini bikin membuktikan ... Read more",4
